text,style,theme
"Историография голода в советских России и Украине 1921–1923 гг. включает большое количество научных трудов, освещающих гуманитарную помощь голодающим крупных организаций, таких как «Американская администрация помощи», Нансеновский комитет и т.д. Вместе с тем практически отсутствуют научные работы, в которых исследовалась бы помощь отдельных государств и национальных комитетов. Цель настоящей статьи состоит в освещении и обобщении основных аспектов деятельности нидерландских благотворительных и общественных организаций на территории советских России и Украинской ССР во время голода 1921–1923 годов на основе документов российских центральных и региональных архивов, а также Национального архива Швеции, данные которого впервые вводятся в научный оборот. В деле помощи голодающим приняли участие представители самых широких слоёв голландского общества.

Собранные автором данные позволяют выделить четыре основных канала поступления голландский гуманитарной помощи, которые различались между собой и географией своей деятельности.

1) Проправительственные и общественные благотворительные организации (Красный Крест Нидерландов, голландское отделение Международного союза помощи детям) оказывали помощь населению в Поволжье, Автономной Крымской ССР и на Украине. Помимо посылки гуманитарных грузов для работы на местах, охваченных бедствием, Красный Крест Нидерландов снарядил собственную экспедицию.

2) Объединения профсоюзов II Интернационала участвовали в финансировании самостоятельной экспедиции «Международной федерации тред-юнионов» в Чувашскую автономную область.

3) Коммунистические профсоюзы и объединения, действовавшие через организацию «Международная рабочая помощь», принимали участие в восстановлении советского народного хозяйства, а также содержании многочисленных детских домов в Советской России.

4) Религиозные общества меннонитов направляли гуманитарную помощь в места расселения своих единоверцев, где по настоянию советского правительства оказывали содействие всем нуждающимся без различия вероисповедания.

Деятельность различных голландских организаций и отдельных граждан в Советской России и Украинской ССР показала готовность населения и политических сил Нидерландов поддерживать тесные контакты и взаимодействие между нашими народами вне зависимости от официальных отношений государств и политических разногласий.",научный,Политика
"Выборы регионального и муниципального уровня остаются одним из важных  маркеров социально-политической ситуации в регионах. Начало нынешних предвыборных кампаний  характеризуется несколькими ключевыми тенденциями:

повышением влияния федеральных структур «Единой России» на региональные и местные кампании. Это касается как финансирования этих кампаний, так и федеральных мероприятий партии, которые могут повилять на их повестку;
инерционностью кампаний оппозиционных сил в значительной части городов и регионов. Хотя есть и противоположные примеры (скажем, активность КПРФ на выборах в Саратовскую облдуму и некоторые муниципальные представительные органы);
неравномерным обновлением состава кандидатов по сравнению с предыдущими кампаниями. На фоне притока новых лиц, ставших кандидатами от «Единой России» благодаря праймериз, а также традиционной текучести кадров в ряде региональных отделений «Справедливой России» выделяется КПРФ, сохраняющая опору на традиционные партийные элиты;
во многих кампаниях по-прежнему принимают участие политики, работающие на более высоких уровнях власти (по сути «паровозы»). Эта традиционная технология используется как властями, так и оппозицией. Однако в ряде случае такие шаги свидетельствуют и о кадровом голоде в политической сфере, особенно на муниципальном уровне. Этот кадровый дефицит за пределами крупных городов затрагивает в той или иной мере как провластные, так и оппозиционные силы. Однако «Единая Россия» предпринимает более настойчивые шаги по преодолению проблемы. Ранее в роли такой системной меры выступали «праймериз». В будущем, возможно, свою роль сыграет внимание партии к проблемам местных сообществ (благоустройства городской среды, ситуации с группами дольщиков), отразившееся в ходе ряда федеральных акций при ее поддержке. В перспективе это может предполагать предполагает и более активное рекрутирование из этих сообществ наиболее заметных деятелей для участия в муниципальной политике.",официально-деловой,Политика
"Он подчеркнул: импортозамещение — не исключительно российская история. Его используют многие страны, чтобы развивать собственные технологии, создавать квалифицированные рабочие места. 

Юрий Симачев уточнил, что импорт используют подавляющее большинство стран для развития экономики и насыщения рынка, плох не сам импорт, а высокая зависимость от него.

Россия использует различные политики замещения импорта с начала 2000-х годов. Сначала это были использование зарубежных технологий и размещение производств иностранных компаний в России, включение в цепочки создания добавленной стоимости. Затем началась локализация технологий и производств. После 2014 года, когда против России ввели первые санкции, было принято решение об ускорении развития своих научно-технологических компетенций, а также отраслевые планы импортозамещения. Наконец, с 2022 года взят курс на снижение импортозависимости и технологический суверенитет.

По расчетам авторов, уровень использования импорта в отечественной промышленности снизился с 49% в 1999 году до 39% в 2018 году, по этому показателю Россия вдвое опережает Сингапур и ряд стран Центральной и Восточной Европы, а также Францию и Германию (58 и 49% соответственно) и находится на уровне Индии и США. 

Однако при формально невысоком уровне импорта сохраняется значительная степень технологической зависимости. Ситуация существенно отличается в разных отраслях: если в железнодорожном машиностроении доля отечественной продукции в потреблении превышает 90%, а в лесной — 80%, то в медицинской она едва больше 30%, а в фармацевтической не достигает 40%.

После массированных санкций 2022 года и ухода части зарубежных производителей ряд отраслей испытывают затруднения. Россия не может использовать опыт Южной Кореи, Тайваня и Малайзии, ей приходится обращать внимание на кейсы ЮАР и Ирана, живших или живущих под санкциями в течение десятилетий. Наибольшие сложности в обслуживании оборудования из-за отсутствия отечественных аналогов и ограниченного количества иностранных испытывают производители автомобилей, компьютерной и оптической техники и мебели (57,6, 55,6 и 55,1% соответственно). Проблемы в закупках технологий отмечаются в производстве компьютерной и оптической техники и одежды (50 и 46,6%).

Удачными кейсами импортозамещения Юрий Симачев назвал агропромышленный комплекс и деревообработку. Ключевыми факторами успеха, по мнению экспертов ВШЭ, стали последовательность государственной политики, доступность технологий, прямые инвестиции, в том числе иностранные, включенность в глобальные цепочки добавленной стоимости, инициатива предпринимателей снизу и наличие стратегии. «Не бывает так, что сегодня начали, а завтра уже достигнут результат», — предостерег от чрезмерных ожиданий Юрий Симачев.",официально-деловой,Политика
"Год, прошедший с начала специальной военной операции, на деле – перевода Россией скрытой войны, которую Запад вёл против неё уже полтора десятилетия, в более открытую фазу, требует подведения некоторых итогов и оценки опыта, корректировки задач.

Это сделал Владимир Путин в своём февральском Послании Федеральному Собранию. Выводы из него очевидны – предстоит долгая жёсткая борьба, которая определит, сможет ли наша страна выстоять и продолжать побеждать после поражений 1980–1990-х гг., и то, каким будет мир через полтора-два десятилетия, каково будет место в нём нашей страны.

Президент – официальное лицо и не может сказать всё, что думает. Постараюсь дополнить «взглядом со стороны». Возможно, он будет полезен для дальнейшей государственной политики, да и для самоопределения общества.

С высоты нынешнего опыта стали очевидны многие просчёты поздней советской и российской внешней политики. Они требуют глубокой оценки. Пока ограничусь общим замечанием: надежды и расчёты на интеграцию с Западом в качестве суверенной великой державы не оправдались, были во многом контрпродуктивны.

Выдвигать ультиматум с требованием учёта в высшей степени законных интересов безопасности России стоило раньше, не давая Западу подготовить ударную антироссийскую силу из Украины, пока метастаз возрождаемого в Европе фашизма не проник так глубоко. Если были расчёты на быструю победу, они были неточны.

Накопленный опыт позволяет уточнить для себя цели этой операции. Это, разумеется, защита Донбасса и воссоединение исконно русских земель Юга, Востока, демилитаризация, то есть уничтожение военной машины, того, что, возможно, остаётся от нынешней Украины. И конечно, денацификация и перевоспитание людей, заражённых подобно немцам после 1933 г. фашизмом. Это было сделано Советским Союзом в ГДР, придётся повторить в новых условиях. Недопустимо сохранение украинской государственности на основе смеси русофобии и чудовищного компрадорства её элит, разграбивших когда-то относительно процветающую территорию и теперь стремящихся защитить сворованное продажей украинского пушечного мяса Западу. Это нелёгкая и далёкая, хоть и обязательная перспектива.

Пока нужно продолжать преследовать менее явные, но не менее насущные цели. СВО позволяет почти без репрессий выдавить из страны пятую колонну, а из умов – западоцентризм, западничество, когда-то помогшие России модернизироваться, создать великую литературу, но давно отсталые, тянущие назад.",официально-деловой,Политика
"Президент Владимир Путин провел в Кремле встречу с главой Чечни Рамзаном Кадыровым. На вопрос президента, как дела в республике, Кадыров заявил, что в республике «всё очень неплохо»: «Это благодаря вам». Потом Кадыров попросил у Путина разрешения «чуть похвастаться». 

По словам главы региона, в 2022 г. Чечня заняла «ведущие места, позиции в различных сферах», например, первое место по числу «успешно реализуемых госпрограмм, а также по реализации нацпроекта «Безопасные и качественные автодороги» и региональному проекту «Чистая вода». «Также мы в лидерах по формированию комфортной городской среды и социальной догазификации, нацпроекту «Образование» и в рейтинге «Экология».

Регион перевыполнил показатели нацпроекта «Жилье и городская среда» в 2,5 раза», – сказал Кадыров. Объем инвестиций вырос на 55% и составил 90 млрд руб., сказал Кадыров. Он отметил, что в республике запущены четыре завода по производству строительных материалов на базе технопарка «Казбек», начали строить новый терминал аэропорта в Грозном.

Безработица в республике сейчас менее 8%, сказал Кадыров. По его словам, она сильно выросла в пандемию, но сейчас сократилась.
Также Кадыров назвал Чечню лидером по ревакцинации от коронавируса, вакцинации от гриппа и диспансеризации. «Республика снова заняла первые места в рейтинге по отсутствию вредных привычек и росту демографии», – заявил Кадыров. Он добавил, что Грозный занял первое место во всероссийском конкурсе «Лучшая муниципальная практика» и первое место в рейтинге «Индекс и качество городской среды». 

Он заявил, что в зоне спецоперации служат «бойцы Чеченской Республики», «а жители региона полностью поддерживают проведение специальной военной операции и считают необходимым достижение ее целей и задач». Путин сказал Кадырову передать «им самые наилучшие слова»: «Спасибо им большое».",публицистический,Политика
"В Госдуму внесли законопроект о поэтапном повышении призывного возраста с 2024 г. Документ опубликован в системе обеспечения законодательной деятельности.

Законопроект предлагает поэтапное увеличение призывного возраста с 18 до 21 года, а предельного – с 27 до 30 лет. Так, призывной возраст в 2024 г. составит от 19 до 30 лет, в 2025 г. – от 20 до 30 лет, а с 1 января 2026 г. – от 21 года до 30 лет. Законопроект внесли глава думского комитета по обороне Андрей Картаполов, а также его заместители Андрей Красов и Юрий Швыткин.

В пояснительной записке к законопроекту говорится, что повышение нижнего предела призывного возраста до 21 года позволит гарантированно получать среднее общее, среднее профессиональное или высшее образование. При этом школьникам и студентам не придется посещать военкоматы для получения отсрочек, а расходы бюджета на медосвидетельствование призывников, получающих общее или среднее профессиональное образование, будут сокращены на более чем 639 млн руб. в год.

Поскольку повышение нижнего предела призывного возраста приведет к сокращению числа россиян, которых можно призвать на службу в армию, то верхний предел должен быть повышен до 30 лет, отметили авторы законопроекта.


Шойгу анонсировал масштабные перемены в российской армии
Увеличение численности армии и другие изменения будут реализованы до 2026 года
Политика

При этом россияне, достигшие 18 лет после 1 января 2024 г., могут быть зачислены на военную службу ранее дня наступления призывного возраста, если выразят такое желание и подадут заявление в призывную комиссию. Также военную службу по желанию могут пройти и пребывающие в запасе граждане в возрасте 27-30 лет, которые ранее ее не проходили, не имея на то законных оснований. В пояснительной записке к документу отмечается, что ежегодно в запас зачисляются около 30 000 достигших 27 лет (из 80 000).

Изменение призывного возраста также коснется тех, кто получил гражданство РФ до достижения 30 лет. Повышение верхнего предела призывного возраста до 30 лет вводится также и при прохождении альтернативной гражданской службы.

Все отсрочки от призыва на военную службу, которые будут действовать до вступления в силу закона (1 января 2024 г.), продолжат действовать до истечения срока их действия или до исчезновения их основании, подчеркивается в документе.",публицистический,Политика
"Премьер-министр Михаил Мишустин в преддверии отчета в Госдуме начинает встречи с представителями фракций. Первыми, как сообщила пресс-служба правительства, 13 марта в Белый дом приедут представители фракций «Единая Россия» и ЛДПР. В «Единой России» воздержались от комментариев. ЛДПР на встрече с Мишустиным традиционно поднимает вопросы, которые волнуют людей, говорит замруководителя фракции Ярослав Нилов: меры социальной поддержки отдельных категорий граждан – пенсионеров, многодетных семей, участников спецоперации и семей мобилизованных, состояния рынка труда и т. д. Сам Нилов хочет поднять вопросы, «которые подтверждают пагубность» закона о госзакупках.

Затем к Мишустину поочередно приедут представители КПРФ и «Справедливой России» (15 марта), потом – «Новых людей» (16 марта), рассказал близкий к администрации президента источник «Ведомостей» и подтвердил собеседник в Госдуме. На такие встречи в Белый дом ездит не вся фракция целиком, уточнят один из депутатов Госдумы. Как правило, туда направляется ее руководство или те, кто активно участвует в отчете премьер-министра перед Госдумой (к примеру, задает вопросы).

Кроме того, по словам трех близких к администрации президента собеседников «Ведомостей», перед отчетом на Охотном Ряду глава правительства пообщается также с политическими экспертами.

Спикер Госдумы Вячеслав Володин сообщил в своем Telegram-канале, что окончательная дата отчета правительства будет определена на этой неделе, пока отчет запланирован на 22 или 23 марта («Ведомости» ранее писали, что отчет может пройти 21-го числа).
По словам председателя комитета Госдумы по контролю Олега Морозова, совет нижней палаты парламента решил, что каждая из пяти фракций направит по 20 вопросов премьер-министру. К примеру, фракция КПРФ подготовила 45 вопросов, но вместе с комитетом были отобраны 20 из них, а оставшиеся будут направлены в правительство, которое ответит на эти вопросы письменно. Морозов напомнил, что в прошлом году Госдума направила в кабмин 373 вопроса, тогда большинство вопросов касалось работы отдельных министерств и «не соответствовало годовому отчету правительства». Перечень вопросов утвердит и направит в Белый дом 13 марта Совет Госдумы.

Мишустин стал премьер-министром в 2020 г. и в июле того года он отчитывался фактически за правительство своего предшественника – Дмитрия Медведева и представлял планы работы. В мае 2021 г. и апреле 2022 г. отчеты проходили в экстраординарных условиях – коронавируса и начала военной спецоперации. Кроме того, это предпоследний отчет кабинета министров в нынешнем составе. После президентских выборов, которые пройдут в марте 2024 г., и инаугурации президента, которая проходит в мае, будет назначен новый состав правительства.",публицистический,Политика
"Почему-то суверенитет в понимании данных персонажей всегда подразумевает установление диктатуры.
ну потому что демократия - это ж как в США)гражданское общество и политика страны не должна управляться из за рубежа
Ну а что он может ещё сказать? Он что, сам - то суверенный, независимый? Может что может сам заработать где так как здесь?переговоры это хорошо - но сейчас они невозможны из за позиции Украины и западных стран
из-за позиции Сатурна относительно телосложения Ванги
Рф идет в соц эконом пропасть а реформированное оон и новый порядок т е Запад и азиаты решат ее участь и место в новом мире
Надо его самого подвергнуть допросу с пристрастием. Ведь всем известно, какое огромное количество вражеских шпионов было среди руководства чекистов: Ежов, Берия, Абакумов - все сплошь иностранные шпиёны!
От того, что эта ситуация не будет считаться нормой с точки зрения этики, она не перестанет быть нормой фактической.
Она не с потолка появилась, эта концепция. Она - результат тотальной деградации всех интеграционных объединений, и прежде всего - собственно ООН, оказавшихся неспособными ни на что повлиять и ничего предотвратить, а часто отказывавшихся просто инструментами манипулятивного воздействия. Также это следствие кризиса всех идеологий, ибо если объединяться - то под какими лозунгами?
про ООН - точно. Агрессора надо выкидывать из ООН пинком - как из Лиги Наций в 1939
только тогда оттуда надо выкидывать нескольких агрессоров. Без предпочтений.
Правда, ни в отношении России, ни в отношении, собственно, США это не сработает. Не существует механизма выкидывания из ООН кого бы то ни было, а уж тем более - постоянного члена Совбеза.
А институции, способной разобраться с украинской проблемой во всей ее сложности и со всеми участниками (они же зачинщики) на планете просто не существует на данный момент.
во-1, Россия заняла место в СБ ООН в обход всех процедур. И выпнута может быть таким же образом. Да и вообще устав ООН не божественная догма, давно пора реформировать.
Во-2, существует, но не желает участвовать напрямую. НАТО могло б закончить военный конфликт одной ракетой запросто. Но вот же омерзительное лицемерие: убивать высокопоставленных гнусь нельзя, а убивать солдат, которых эта гнусь кинула пушечным мясом умирать и убивать - запросто.",разговорный,Политика
"е могло бы. Это была бы 3я мировая. Со всеми прелестями. Так что это некоторое упрощение.
А в чем проблема с членством в СБ? Россия считается правопреемником СССР, вот и, соответственно.

Реформировать устав ООН - в нынешних обстоятельствах я не представляю, как это возможно. Тут даже не в России дело, но США и Китай съедят же друг друга и всех окружающих в процессе, да и другие не отстанут.
Чтоб такую штуку сделать, нужен некоторый консенсус - и относительно принципов, и относительно ценностей. Ну вот, собственно, примерно ситуация, когда ООН создавалась.

Ну и - эмм, ""решение"" со стороны НАТО - это не решение. НАТО тут одна из заинтересованных сторон ситуации, и арбитром выступать не может. Поскольку тут на одной скамейке должны оказаться и наши, и украинцы, и кое-кто с запада. Все в ситуацию вложились, и не в 22м она началась.
во-1, не ссы и не смеши, какая 3я мировая? :))) Кто её начнет - владельцы итальянских вилл и испанских виноградников, завсегдатаи куршавелей и сити? :)) Достаточно одной ракетой прихлопнуть бункерную моль - и конфликт закончен.
Во-2, где в уставе ООН хоть слово об автоматическим наследовании правоприемником превилегий предшественника? :)))
В-3, ты представляешь ноль и мнение твое - лишь бездумное изложение гос.пропаганды. Китай показал свою вменяемость во время последнего обострение вокруг Тайваня: тявканье осталось пустым лаем, а действия - в рамках международного права
В-4, любого агрессора надо гасит сразу и полностью. НАТО, взяв на себя роль международного полицейского, позорно мнется и крохотными шажками исполняет необходимое. Не надо быть арбитром, надо быть на стороне добра.
Это классическая позиция идейного холопа. Которому, конечно, тошно лизать сапог омерзительно у хозяину, но надо! И лижет...
Познер, в принципе, не удивил, его все давно и хорошо знают, другое дело, что несколько превзошел себя в этой ситуации. Единственный вопрос: зачем это ему в 88 лет?",разговорный,Политика
"В цифровую эпоху ЛАЙК - это наше всё. Киборгам современности он заменяет рефлексию, интеллект и эмоции. Предлагаю пойти дальше и сделать ЛАЙК инструментом политики. Давайте использовать ""красное сердечко"" как символ нашего волеизъявления на предстоящих в следующем году президентских выборах. Россияне, ЗАЛАЙКАЕМ кандидатов !
В России от тюрьмы не зарекаются...
такие как ты?
любые не зарекаются.
Путин же скоро в рай. Ну, зачем ему наука?
юбилей войны, развязанной агрессором? А зачем нынешней РФии наука? Нй нужно пушечное мясо
Вот такие умные создавали образ серушному пукле
ну что-то образ будущего так и не создали, только прошлого
,а мы в колониальной оккупации или в оккупационной колонии?..
мы в Говнораше
и Вам- Здравствуйте!
Ну-ну. На мой взгляд, у большинства русскоговорящих уже давно разговорный язык состоит до 80% из мата и блатной фени, причем, не только в России, но и даже, например, в Эстонии.
полностью поддерживаю. Порой до жути противно слушать
РуСкий Езык,РОДная Речь""Все еще впереди, все еще впереди...""! Песня такая есть, Бернес пел
Да и не съел, а поручил съесть - в ответ на аналогичные действия вероятного противника :)))
Ждали кровопролитиев, а он чижика съел...
Либеральненькая оппозиционость как религиозное сектанство. Даже казалось бы учёный, когда включает оппозиционную опцию теряет аналитическое чувство и извергает потоки идеологем и клише уровня ""жёлтой прессы""... А, может, это в ""ПР"" дело?...
Наши политолухи не знают смысла тех терминов, которыми пользуютсяГеронтокоатия, тянущая за собой страну - сначала в прошлое, а потом и в могилу
властьВладислав Иноземцев - экономист, такой же как я - Папа Римский или Алла Пугачёва.
Смотрите моё фото и сопоставляйте.

Уважаемые, господа.
Во избежание убийственных осложнений вам и вашим.
Не упоминайте вааще ни в каких контекстах величайших и славных мужей России В.И. Ленина, И.В. Сталина, Л.И. Брежнева!
Их мировой государственный гений, труды, успехи и славу ещё ни кто не превзошёл.",разговорный,Политика
"«43» Богатство обществ, в которых господствует капиталистический способ производства, выступает как «огромное скопление товаров»[31], а отдельный товар — как элементарная форма этого богатства. Наше исследование начинается поэтому анализом товара.

Товар есть прежде всего внешний предмет, вещь, которая, благодаря её свойствам, удовлетворяет какие-либо человеческие потребности. Природа этих потребностей, — порождаются ли они, например, желудком или фантазией, — ничего не изменяет в деле[32]. Дело также не в том, как именно удовлетворяет данная вещь человеческую потребность: непосредственно ли, как жизненное средство, т. е. как предмет потребления, или окольным путём, как средство производства.

Каждую полезную вещь, как, например, железо, бумагу и т. д., можно рассматривать с двух точек зрения: со стороны качества и со стороны количества. Каждая такая вещь есть совокупность многих свойств и поэтому может быть полезна различными своими сторонами. Открыть эти различные стороны, а следовательно, и многообразные способы употребления «44» вещей, есть дело исторического развития[33]. То же самое следует сказать об отыскании общественных мер для количественной стороны полезных вещей. Различия товарных мер отчасти определяются различной природой самих измеряемых предметов, отчасти же являются условными.

Полезность вещи делает её потребительной стоимостью[34] . Но эта полезность не висит в воздухе. Обусловленная свойствами товарного тела, она не существует вне этого последнего. Поэтому товарное тело, как, например, железо, пшеница, алмаз и т. п., само есть потребительная стоимость, или благо. Этот его характер не зависит от того, много или мало труда стоит человеку присвоение его потребительных свойств. При рассмотрении потребительных стоимостей всегда предполагается их количественная определённость, например дюжина часов, аршин холста, тонна железа и т. п. Потребительные стоимости товаров составляют предмет особой дисциплины — товароведения[35]. Потребительная стоимость осуществляется лишь в пользовании или потреблении. Потребительные стоимости образуют вещественное содержание богатства, какова бы ни была его общественная форма. При той форме общества, которая подлежит нашему рассмотрению, они являются в то же время вещественными носителями меновой стоимости.
",художественный,Политика
